"ATA","Rank","Year"
"7320","1","01/01/1997"
"3021","2","01/01/1997"
"7322","3","01/01/1997"
"7311","4","01/01/1997"
"2433","5","01/01/1997"
"3241","6","01/01/1997"
"2911","7","01/01/1997"
"8011","8","01/01/1997"
"3245","9","01/01/1997"
"7331","10","01/01/1997"
"3021","1","01/01/1998"
"7322","2","01/01/1998"
"3241","3","01/01/1998"
"3245","4","01/01/1998"
"7311","5","01/01/1998"
"7320","6","01/01/1998"
"8011","7","01/01/1998"
"2911","8","01/01/1998"
"7713","9","01/01/1998"
"3011","10","01/01/1998"
"3021","1","01/01/1999"
"7320","2","01/01/1999"
"8011","3","01/01/1999"
"7713","4","01/01/1999"
"3245","5","01/01/1999"
"7322","6","01/01/1999"
"2910","7","01/01/1999"
"2433","8","01/01/1999"
"6124","9","01/01/1999"
"3031","10","01/01/1999"
"6120","1","01/01/2000"
"3240","2","01/01/2000"
"7320","3","01/01/2000"
"2910","4","01/01/2000"
"2433","5","01/01/2000"
"3021","6","01/01/2000"
"3010","7","01/01/2000"
"8011","8","01/01/2000"
"2730","9","01/01/2000"
"3245","10","01/01/2000"
"7610","1","01/01/2001"
"6120","2","01/01/2001"
"7320","3","01/01/2001"
"3240","4","01/01/2001"
"2910","5","01/01/2001"
"3021","6","01/01/2001"
"2700","7","01/01/2001"
"7713","8","01/01/2001"
"6110","9","01/01/2001"
"3010","10","01/01/2001"
"6120","1","01/01/2002"
"3240","2","01/01/2002"
"7320","3","01/01/2002"
"2930","4","01/01/2002"
"7713","5","01/01/2002"
"2910","6","01/01/2002"
"7920","7","01/01/2002"
"3441","8","01/01/2002"
"3021","9","01/01/2002"
"7310","10","01/01/2002"
"6120","1","01/01/2003"
"3240","2","01/01/2003"
"3021","3","01/01/2003"
"3010","4","01/01/2003"
"2410","5","01/01/2003"
"7320","6","01/01/2003"
"2910","7","01/01/2003"
"3610","8","01/01/2003"
"7713","9","01/01/2003"
"7100","10","01/01/2003"
"3240","1","01/01/2004"
"6120","2","01/01/2004"
"3120","3","01/01/2004"
"3021","4","01/01/2004"
"2910","5","01/01/2004"
"8011","6","01/01/2004"
"7320","7","01/01/2004"
"2750","8","01/01/2004"
"3010","9","01/01/2004"
"2900","10","01/01/2004"
"2910","1","01/01/2005"
"3240","2","01/01/2005"
"6120","3","01/01/2005"
"3021","4","01/01/2005"
"3010","5","01/01/2005"
"8011","6","01/01/2005"
"7713","7","01/01/2005"
"7320","8","01/01/2005"
"3210","9","01/01/2005"
"7610","10","01/01/2005"
"6120","1","01/01/2006"
"8011","2","01/01/2006"
"3021","3","01/01/2006"
"7713","4","01/01/2006"
"3240","5","01/01/2006"
"2910","6","01/01/2006"
"7320","7","01/01/2006"
"3421","8","01/01/2006"
"2433","9","01/01/2006"
"3210","10","01/01/2006"
"3240","1","01/01/2007"
"6120","2","01/01/2007"
"3021","3","01/01/2007"
"7900","4","01/01/2007"
"2900","5","01/01/2007"
"7320","6","01/01/2007"
"2410","7","01/01/2007"
"3421","8","01/01/2007"
"6110","9","01/01/2007"
"2910","10","01/01/2007"
"3021","1","01/01/2008"
"7711","2","01/01/2008"
"3200","3","01/01/2008"
"500","4","01/01/2008"
"7322","5","01/01/2008"
"6122","6","01/01/2008"
"6124","7","01/01/2008"
"7713","8","01/01/2008"
"3413","9","01/01/2008"
"6110","10","01/01/2008"
"3131","1","01/01/2009"
"3426","2","01/01/2009"
"7322","3","01/01/2009"
"3021","4","01/01/2009"
"8011","5","01/01/2009"
"3011","6","01/01/2009"
"2755","7","01/01/2009"
"6122","8","01/01/2009"
"2431","9","01/01/2009"
"6124","10","01/01/2009"
"3021","1","01/01/2010"
"7322","2","01/01/2010"
"7612","3","01/01/2010"
"3011","4","01/01/2010"
"500","5","01/01/2010"
"3241","6","01/01/2010"
"3426","7","01/01/2010"
"6124","8","01/01/2010"
"3242","9","01/01/2010"
"3245","10","01/01/2010"
"7322","1","01/01/2011"
"6123","2","01/01/2011"
"500","3","01/01/2011"
"6122","4","01/01/2011"
"3021","5","01/01/2011"
"7612","6","01/01/2011"
"3011","7","01/01/2011"
"3221","8","01/01/2011"
"3421","9","01/01/2011"
"8011","10","01/01/2011"
"7612","1","01/01/2012"
"6123","2","01/01/2012"
"6121","3","01/01/2012"
"2911","4","01/01/2012"
"7322","5","01/01/2012"
"7711","6","01/01/2012"
"3021","7","01/01/2012"
"6124","8","01/01/2012"
"7211","9","01/01/2012"
"3241","10","01/01/2012"
"2151","1","01/01/2013"
"8011","2","01/01/2013"
"6123","3","01/01/2013"
"2433","4","01/01/2013"
"6110","5","01/01/2013"
"3413","6","01/01/2013"
"500","7","01/01/2013"
"7311","8","01/01/2013"
"7322","9","01/01/2013"
"3011","10","01/01/2013"
"2752","1","01/01/2014"
"6110","2","01/01/2014"
"3421","3","01/01/2014"
"500","4","01/01/2014"
"3521","5","01/01/2014"
"7322","6","01/01/2014"
"3426","7","01/01/2014"
"3411","8","01/01/2014"
"7612","9","01/01/2014"
"2433","10","01/01/2014"
"3021","1","01/01/2015"
"3031","2","01/01/2015"
"2151","3","01/01/2015"
"7713","4","01/01/2015"
"6124","5","01/01/2015"
"2433","6","01/01/2015"
"3413","7","01/01/2015"
"7311","8","01/01/2015"
"5611","9","01/01/2015"
"7721","10","01/01/2015"
